SampleID,Env
ERR4281928,root:3Y
ERR4281929,root:4M
ERR4281933,root:3Y
ERR4281934,root:4M
ERR4281937,root:4M
ERR4281940,root:3Y
ERR4281941,root:4M
ERR4281945,root:3Y
ERR4281946,root:4M
ERR4281948,root:B
ERR4281951,root:3Y
ERR4281952,root:4M
ERR4281954,root:B
ERR4281959,root:4M
ERR4281962,root:3Y
ERR4281963,root:4M
ERR4281965,root:3Y
ERR4281966,root:3Y
ERR4281967,root:4M
ERR4281969,root:B
ERR4281970,root:4M
ERR4281974,root:3Y
ERR4281975,root:4M
ERR4281978,root:4M
ERR4281981,root:4M
ERR4281982,root:B
ERR4281985,root:3Y
ERR4281986,root:4M
ERR4281991,root:3Y
ERR4281992,root:4M
ERR4281997,root:3Y
ERR4281998,root:4M
ERR4282000,root:B
ERR4282003,root:4M
ERR4282004,root:B
ERR4282007,root:3Y
ERR4282008,root:4M
ERR4282010,root:3Y
ERR4282012,root:4M
ERR4282013,root:B
ERR4282014,root:4M
ERR4282017,root:4M
ERR4282019,root:3Y
ERR4282020,root:4M
ERR4282024,root:3Y
ERR4282025,root:4M
ERR4282030,root:3Y
ERR4282031,root:4M
ERR4282033,root:B
ERR4282035,root:3Y
ERR4282036,root:4M
ERR4282038,root:B
ERR4282041,root:4M
ERR4282042,root:B
ERR4282045,root:3Y
ERR4282046,root:4M
ERR4282049,root:4M
ERR4282050,root:B
ERR4282053,root:4M
ERR4282056,root:4M
ERR4282059,root:3Y
ERR4282060,root:4M
ERR4282064,root:3Y
ERR4282065,root:4M
ERR4282068,root:3Y
ERR4282069,root:4M
ERR4282071,root:B
ERR4282074,root:3Y
ERR4282075,root:4M
ERR4282077,root:B
ERR4282082,root:3Y
ERR4282083,root:4M
ERR4282085,root:B
ERR4282089,root:3Y
ERR4282090,root:4M
ERR4282094,root:4M
ERR4282095,root:B
ERR4282100,root:3Y
ERR4282101,root:4M
ERR4282103,root:B
ERR4282106,root:3Y
ERR4282107,root:4M
ERR4282111,root:3Y
ERR4282112,root:4M
ERR4282114,root:B
ERR4282117,root:3Y
ERR4282118,root:4M
ERR4282120,root:B
ERR4282123,root:3Y
ERR4282124,root:4M
ERR4282126,root:B
ERR4282128,root:B
ERR4282130,root:3Y
ERR4282131,root:4M
ERR4282135,root:3Y
ERR4282136,root:4M
ERR4282137,root:B
ERR4282140,root:3Y
ERR4282141,root:4M
ERR4282142,root:B
ERR4282145,root:3Y
ERR4282146,root:4M
ERR4282148,root:3Y
ERR4282149,root:4M
ERR4282151,root:3Y
ERR4282153,root:B
ERR4282157,root:3Y
ERR4282158,root:4M
ERR4282163,root:3Y
ERR4282164,root:4M
ERR4282168,root:4M
ERR4282170,root:B
ERR4282173,root:4M
ERR4282175,root:B
ERR4282177,root:3Y
ERR4282178,root:4M
ERR4282182,root:3Y
ERR4282183,root:4M
ERR4282188,root:3Y
ERR4282189,root:4M
ERR4282191,root:3Y
ERR4282192,root:4M
ERR4282194,root:3Y
ERR4282195,root:4M
ERR4282197,root:B
ERR4282201,root:3Y
ERR4282202,root:4M
ERR4282205,root:4M
ERR4282207,root:3Y
ERR4282211,root:3Y
ERR4282212,root:4M
ERR4282216,root:3Y
ERR4282217,root:4M
ERR4282219,root:3Y
ERR4282220,root:4M
ERR4282222,root:3Y
ERR4282223,root:4M
ERR4282228,root:3Y
ERR4282229,root:4M
ERR4282231,root:B
ERR4282234,root:3Y
ERR4282235,root:4M
ERR4282239,root:3Y
ERR4282240,root:4M
ERR4282242,root:B
ERR4282244,root:4M
ERR4282245,root:B
ERR4282249,root:4M
ERR4282250,root:3Y
ERR4282252,root:3Y
ERR4282253,root:4M
ERR4282255,root:4M
ERR4282258,root:3Y
ERR4282259,root:4M
ERR4282263,root:3Y
ERR4282264,root:4M
ERR4282266,root:B
ERR4282269,root:4M
ERR4282272,root:3Y
ERR4282273,root:4M
ERR4282275,root:B
ERR4282279,root:3Y
ERR4282280,root:4M
ERR4282282,root:B
ERR4282285,root:3Y
ERR4282286,root:4M
ERR4282288,root:B
ERR4282290,root:3Y
ERR4282292,root:4M
ERR4282293,root:B
ERR4282294,root:4M
ERR4282296,root:3Y
ERR4282297,root:4M
ERR4282299,root:B
ERR4282303,root:3Y
ERR4282304,root:4M
ERR4282305,root:B
ERR4282308,root:3Y
ERR4282309,root:4M
ERR4282311,root:B
ERR4282313,root:3Y
ERR4282314,root:4M
ERR4282317,root:3Y
ERR4282319,root:3Y
ERR4282320,root:4M
ERR4282322,root:B
ERR4282325,root:4M
ERR4282328,root:3Y
ERR4282329,root:4M
ERR4282331,root:B
ERR4282334,root:3Y
ERR4282335,root:4M
ERR4282337,root:B
ERR4282340,root:3Y
ERR4282341,root:4M
ERR4282343,root:B
ERR4282346,root:3Y
ERR4282347,root:4M
ERR4282349,root:B
ERR4282352,root:3Y
ERR4282353,root:4M
ERR4282354,root:4M
ERR4282356,root:4M
ERR4282357,root:B
ERR4282359,root:3Y
ERR4282360,root:4M
ERR4282364,root:4M
ERR4282366,root:3Y
ERR4282367,root:4M
ERR4282369,root:3Y
ERR4282370,root:4M
ERR4282373,root:3Y
ERR4282377,root:4M
ERR4282380,root:3Y
ERR4282381,root:4M
ERR4282384,root:3Y
ERR4282385,root:4M
ERR4282388,root:3Y
ERR4282389,root:4M
ERR4282391,root:B
ERR4282393,root:4M
ERR4282394,root:B
ERR4282397,root:4M
ERR4282399,root:3Y
ERR4282400,root:4M
ERR4282405,root:3Y
ERR4282406,root:4M
ERR4282407,root:B
ERR4282409,root:4M
ERR4282412,root:3Y
ERR4282413,root:4M
ERR4282415,root:4M
ERR4282418,root:3Y
ERR4282419,root:4M
ERR4282421,root:B
ERR4282423,root:4M
ERR4282424,root:B
ERR4282426,root:B
ERR4282428,root:3Y
ERR4282429,root:4M
ERR4282432,root:3Y
ERR4282433,root:4M
ERR4282435,root:3Y
ERR4282436,root:4M
ERR4282437,root:3Y
ERR4282438,root:4M
ERR4282440,root:B
ERR4282443,root:3Y
ERR4282444,root:4M
ERR4282447,root:3Y
ERR4282448,root:4M
ERR4282450,root:B
ERR4282453,root:3Y
ERR4282454,root:4M
ERR4282456,root:B
ERR4282458,root:B
ERR4282462,root:3Y
ERR4282464,root:3Y
ERR4282466,root:3Y
ERR4282467,root:4M
ERR4282468,root:3Y
ERR4282469,root:4M
ERR4282474,root:3Y
ERR4282475,root:4M
ERR4282478,root:4M
ERR4282479,root:B
ERR4282483,root:B
ERR4282487,root:3Y
ERR4282488,root:4M
ERR4282492,root:3Y
ERR4282493,root:4M
ERR4282497,root:3Y
ERR4282498,root:4M
ERR4282500,root:B
ERR4282502,root:4M
ERR4282504,root:4M
ERR4282505,root:B
ERR4282508,root:4M
ERR4282510,root:B
ERR4282512,root:B
ERR4282515,root:4M
ERR4282518,root:3Y
ERR4282519,root:4M
ERR4282521,root:B
ERR4282537,root:3Y
ERR4282547,root:3Y
ERR4282560,root:3Y
ERR4282561,root:4M
ERR4282566,root:4M
ERR4282568,root:3Y
ERR4282570,root:4M
ERR4282571,root:B
ERR4282572,root:B
ERR4282575,root:3Y
ERR4282578,root:3Y
ERR4282581,root:3Y
ERR4282582,root:4M
ERR4282584,root:B
ERR4282587,root:3Y
ERR4282588,root:4M
ERR4282589,root:B
ERR4282592,root:4M
ERR4282598,root:3Y
ERR4282599,root:4M
ERR4282602,root:4M
ERR4282605,root:3Y
ERR4282606,root:4M
ERR4282615,root:3Y
ERR4282616,root:4M
ERR4282618,root:3Y
ERR4282622,root:3Y
ERR4282625,root:3Y
ERR4282626,root:4M
ERR4282627,root:B
ERR4282632,root:3Y
ERR4282633,root:4M
ERR4282635,root:B
ERR4282645,root:4M
ERR4282647,root:4M
ERR4282650,root:3Y
ERR4282651,root:4M
ERR4282653,root:B
ERR4282655,root:3Y
ERR4282659,root:4M
ERR4282665,root:3Y
ERR4282666,root:4M
ERR4282670,root:4M
ERR4282671,root:B
ERR4282673,root:B
ERR4282677,root:3Y
ERR4282678,root:4M
ERR4282686,root:4M
ERR4282687,root:B
ERR4282688,root:4M
ERR4282691,root:4M
ERR4282693,root:3Y
ERR4282695,root:3Y
ERR4282696,root:4M
ERR4282700,root:B
ERR4282707,root:4M
ERR4282709,root:4M
ERR4282712,root:3Y
ERR4282714,root:3Y
ERR4282717,root:3Y
ERR4282723,root:3Y
ERR4282728,root:3Y
ERR4282729,root:4M
ERR4282733,root:3Y
ERR4282734,root:4M
ERR4282736,root:B
ERR4282738,root:4M
ERR4282749,root:4M
ERR4282750,root:B
ERR4282752,root:3Y
ERR4282753,root:4M
ERR4282755,root:3Y
ERR4282756,root:4M
ERR4282758,root:B
ERR4282761,root:4M
ERR4282762,root:B
ERR4282775,root:3Y
ERR4282776,root:4M
ERR4282780,root:3Y
ERR4282781,root:4M
ERR4282783,root:B
ERR4282785,root:3Y
ERR4282789,root:4M
ERR4282792,root:3Y
ERR4282793,root:4M
ERR4282802,root:3Y
ERR4282803,root:4M
ERR4282804,root:3Y
ERR4282805,root:4M
ERR4282809,root:4M
ERR4282812,root:3Y
ERR4282813,root:4M
ERR4282820,root:3Y
ERR4282821,root:4M
ERR4282826,root:3Y
ERR4282827,root:4M
ERR4282831,root:3Y
ERR4282832,root:4M
ERR4282835,root:3Y
ERR4282836,root:4M
ERR4282840,root:4M
ERR4282841,root:B
ERR4282843,root:4M
ERR4282858,root:4M
ERR4282859,root:B
ERR4282861,root:3Y
ERR4282862,root:4M
ERR4282864,root:B
ERR4282871,root:3Y
ERR4282872,root:4M
ERR4282875,root:3Y
ERR4282877,root:3Y
ERR4282878,root:4M
ERR4282880,root:4M
ERR4282886,root:3Y
ERR4282887,root:4M
ERR4282890,root:3Y
ERR4282894,root:3Y
ERR4282895,root:4M
ERR4282896,root:B
ERR4282900,root:3Y
ERR4282901,root:4M
ERR4282904,root:3Y
ERR4282906,root:4M
ERR4282907,root:B
ERR4282911,root:3Y
ERR4282912,root:4M
ERR4282916,root:3Y
ERR4282917,root:4M
ERR4282918,root:3Y
ERR4282919,root:4M
ERR4282923,root:4M
ERR4282924,root:B
ERR4282927,root:3Y
ERR4282928,root:4M
ERR4282930,root:4M
ERR4282932,root:B
ERR4282934,root:3Y
ERR4282936,root:3Y
ERR4282937,root:4M
ERR4282941,root:3Y
ERR4282942,root:4M
ERR4282946,root:3Y
ERR4282949,root:4M
ERR4282951,root:3Y
ERR4282952,root:4M
ERR4282959,root:3Y
ERR4282960,root:4M
ERR4282964,root:3Y
ERR4282965,root:4M
ERR4282969,root:4M
ERR4282971,root:B
ERR4282975,root:3Y
ERR4282976,root:4M
ERR4282980,root:4M
ERR4282981,root:3Y
ERR4282984,root:3Y
ERR4282985,root:4M
ERR4282987,root:B
ERR4282990,root:4M
ERR4282991,root:B
ERR4282993,root:B
ERR4282996,root:3Y
ERR4283000,root:3Y
ERR4283002,root:B
ERR4283005,root:3Y
ERR4283006,root:4M
ERR4283008,root:B
ERR4283010,root:4M
ERR4283012,root:4M
ERR4283013,root:B
ERR4283017,root:3Y
ERR4283018,root:4M
ERR4283020,root:B
ERR4283023,root:3Y
ERR4283024,root:4M
ERR4283026,root:B
ERR4283030,root:3Y
ERR4283031,root:4M
ERR4283035,root:3Y
ERR4283037,root:B
ERR4283039,root:3Y
ERR4283041,root:3Y
ERR4283042,root:4M
ERR4283044,root:B
ERR4283047,root:3Y
ERR4283050,root:B
