SampleID,Env
ERR4281514,3Y
ERR4281515,4M
ERR4281517,B
ERR4281520,4M
ERR4281521,B
ERR4281524,3Y
ERR4281525,4M
ERR4281527,B
ERR4281529,B
ERR4281532,3Y
ERR4281533,4M
ERR4281535,B
ERR4281540,4M
ERR4281541,B
ERR4281544,3Y
ERR4281545,4M
ERR4281547,B
ERR4281550,3Y
ERR4281551,4M
ERR4281553,B
ERR4281556,3Y
ERR4281557,4M
ERR4281558,B
ERR4281562,3Y
ERR4281563,4M
ERR4281565,B
ERR4281567,4M
ERR4281568,B
ERR4281571,3Y
ERR4281572,4M
ERR4281574,B
ERR4281577,3Y
ERR4281578,4M
ERR4281581,4M
ERR4281582,B
ERR4281587,3Y
ERR4281588,4M
ERR4281590,B
ERR4281595,3Y
ERR4281596,4M
ERR4281598,B
ERR4281601,4M
ERR4281602,B
ERR4281606,3Y
ERR4281607,4M
ERR4281609,B
ERR4281613,B
ERR4281615,3Y
ERR4281616,4M
ERR4281618,B
ERR4281622,3Y
ERR4281623,4M
ERR4281624,B
ERR4281627,3Y
ERR4281628,4M
ERR4281630,B
ERR4281632,3Y
ERR4281633,4M
ERR4281635,B
ERR4281637,3Y
ERR4281638,4M
ERR4281639,B
ERR4281642,B
ERR4281644,3Y
ERR4281645,4M
ERR4281647,B
ERR4281649,3Y
ERR4281650,4M
ERR4281652,B
ERR4281655,B
ERR4281657,3Y
ERR4281658,4M
ERR4281660,B
ERR4281666,3Y
ERR4281667,4M
ERR4281668,B
ERR4281673,B
ERR4281676,4M
ERR4281678,4M
ERR4281679,B
ERR4281683,3Y
ERR4281684,4M
ERR4281686,B
ERR4281688,3Y
ERR4281690,B
ERR4281693,3Y
ERR4281694,4M
ERR4281696,B
ERR4281699,3Y
ERR4281700,4M
ERR4281701,B
ERR4281705,3Y
ERR4281706,4M
ERR4281707,B
ERR4281918,3Y
ERR4281919,4M
ERR4282079,3Y
ERR4282080,4M
ERR4282097,B
ERR4282524,3Y
ERR4282525,4M
ERR4282526,B
ERR4282529,3Y
ERR4282530,4M
ERR4282532,B
ERR4282535,4M
ERR4282542,4M
ERR4282543,B
ERR4282551,3Y
ERR4282553,B
ERR4282556,3Y
ERR4282557,4M
ERR4282563,4M
ERR4282593,4M
ERR4282609,4M
ERR4282612,3Y
ERR4282613,4M
ERR4282630,B
ERR4282638,3Y
ERR4282639,4M
ERR4282641,B
ERR4282657,3Y
ERR4282662,3Y
ERR4282682,3Y
ERR4282683,4M
ERR4282698,3Y
ERR4282703,3Y
ERR4282704,4M
ERR4282719,3Y
ERR4282720,4M
ERR4282722,B
ERR4282725,4M
ERR4282726,B
ERR4282741,3Y
ERR4282746,3Y
ERR4282765,4M
ERR4282766,B
ERR4282769,3Y
ERR4282770,4M
ERR4282772,B
ERR4282797,3Y
ERR4282798,4M
ERR4282800,B
ERR4282816,3Y
ERR4282846,3Y
ERR4282847,4M
ERR4282851,3Y
ERR4282852,4M
ERR4282854,B
ERR4282867,4M
ERR4282869,B
ERR4282883,4M
ERR4282956,3Y
